row_name,logConc,logFC,pVal.Tgw,adj.pVal.Tgw,Tgw.Disp,UpDown.Tgw,B29,B30,B31,B32,LO2,LO3,LO4,LO5
gene745,-0.290977088,5.861351969,0.404725122,0.463629345,0.098794753,0,721,176,400,2376,60,38,66,33
gene1070,-0.291725622,6.607713039,0.405692962,0.464599483,0.107780256,0,2040,173,667,3041,130,52,98,57
gene1660,-0.219023078,7.267080981,0.405896581,0.464694118,0.060540654,0,2511,511,988,4255,182,130,149,74
gene4038,-0.267835092,6.651112805,0.40652398,0.465273721,0.088378772,0,1812,231,838,2648,124,74,84,57
gene3327,-0.239885214,6.994963673,0.406846033,0.465503608,0.073862388,0,1443,423,1121,4030,184,108,98,53
gene1560,-0.235371909,7.755407448,0.407207992,0.465779005,0.074414127,0,3167,734,1313,7266,233,205,263,66
gene3418,-0.202288798,7.103508326,0.408932163,0.467494895,0.051802487,0,1679,438,991,4926,159,113,156,61
gene3395,-0.272375388,6.393947048,0.408951536,0.467494895,0.089102167,0,848,223,727,3602,91,45,79,65
gene932,0.335042912,5.48525941,0.409424415,0.467896215,0.145215977,0,522,137,237,1122,61,35,51,39
gene3925,-1.079802262,6.264184366,0.40998403,0.468396389,1.472742427,0,0,578,1578,0,95,5,112,13
gene874,0.21930414,6.600669618,0.414493458,0.473407485,0.061436749,0,1087,282,558,2935,149,67,131,61
gene3603,-0.368767778,5.353387997,0.417517076,0.476719111,0.182158259,0,438,144,355,1435,41,11,68,23
gene809,0.297179891,5.86851636,0.418726139,0.477957533,0.11335062,0,438,187,427,1606,106,38,73,37
gene3210,0.252919251,6.216322919,0.420468926,0.479804262,0.086938538,0,605,206,457,2721,105,61,88,52
gene2571,-0.408153273,4.67907693,0.420666902,0.479887606,0.197063972,0,347,68,239,853,29,10,19,21
gene417,-0.210875086,6.897877692,0.421888528,0.481138312,0.056503088,0,1587,375,838,4070,104,78,148,82
gene771,-0.265350028,6.516888842,0.423121433,0.482401136,0.094090352,0,1143,392,599,2698,57,55,135,64
gene3267,-0.2487665,6.414788872,0.423771154,0.482998518,0.080769978,0,1052,284,553,3299,119,61,65,47
gene1332,-0.450584823,4.131324837,0.424776933,0.484001246,0.265013526,0,134,90,124,618,25,3,16,12
gene1650,-0.200452983,6.914445234,0.427009245,0.486400507,0.053725646,0,1664,380,870.75,3819.95,156,83,121,67
gene1196,-0.250112334,6.742610513,0.42720253,0.486476406,0.09098064,0,2042,259,704,3160,134,67,156,38
gene542,-0.180236136,8.103718813,0.428228117,0.487499762,0.046949248,0,3372,750,2180,10042.94,353,165,331,155
gene2906,-0.307810505,6.252981693,0.428427344,0.487557922,0.138787415,0,1379,182,691,1799,132,25,83,37
gene750,-0.350366336,5.685859151,0.428533076,0.487557922,0.176840483,0,791,207,391,1147,90,33,45,13
gene2172,-0.668788765,7.239995458,0.430178132,0.489284633,0.650159357,0,2,715,1892,7425,184,69,125,73
gene3328,-0.32927748,5.311098486,0.430413576,0.489407503,0.147173988,0,473,125,287,1598,48,23,49,17
gene2891,0.234489822,7.183840672,0.432507697,0.491643108,0.078192912,0,1308,384,1189,4024,307,82,164,81
gene3321,0.209341536,7.275062227,0.433305384,0.492335337,0.062066923,0,1472,420,1034,5137,248,69,244,107
gene294,0.444353744,4.260499705,0.433373021,0.492335337,0.25724253,0,83,52,156,595,27,10,47,9
gene3060,0.204069464,7.181173425,0.434183969,0.493110771,0.061231127,0,1654,419,950,3913,192,73,187,135
gene731,-0.593937443,2.694446402,0.435124947,0.494033379,0.397683711,0,124,19,65,62,1,2,11,4
gene3727,-0.652777034,6.875512937,0.436519532,0.495470308,0.637355188,0,2604,531,1211,1,139,45,135,49
gene1913,-0.214702564,8.37936553,0.437459421,0.496390439,0.068874838,0,3843,1246,2411,10885,218,275,374,235
gene1402,0.430072995,5.199645338,0.438250233,0.497018161,0.266370864,0,155,138,377,487,61,17,57,32
gene409,-0.41676823,3.957750407,0.438271417,0.497018161,0.204757665,0,165,56,94,684,17,7,16,9
gene903,-0.224050728,6.503416153,0.438685998,0.497341476,0.070211574,0,1320,257,662,3008,92,52,121,56
gene11,-0.241002954,6.430032307,0.439562133,0.498187712,0.081660717,0,966,243,761,3129,113,39,84,63
gene661,0.487175634,3.528610676,0.440708171,0.499339259,0.312791277,0,169,29,51,251,12,2,17,19
gene2734,-0.232845606,6.442247704,0.441336496,0.499903711,0.072434936,0,1086,242,697,3147,89,54,85,65
gene1514,0.495991997,3.609355392,0.443370287,0.502059338,0.315616818,0,79,15,137,292,22,3,27,8
gene3478,-0.480062446,5.087405685,0.445385018,0.504124618,0.368613337,0,328,92,241,1874,87,3,22,9
gene3057,-0.227459432,6.412654265,0.44545664,0.504124618,0.070896493,0,974,295,633,2958,75,52,98,64
gene3772,0.190493089,8.027941937,0.445617692,0.504158337,0.057516548,0,3211,725,1771,6571,228,242,424,160
gene3831,0.323138738,5.573507945,0.446128871,0.504588043,0.150026594,0,360,140,310,1529,88,28,73,26
gene788,-0.191144793,7.524220826,0.446641801,0.505019476,0.055332743,0,3165,529,1023,5938,203,128,221,104
gene693,-0.29193164,6.433168746,0.448036807,0.506447726,0.129269926,0,1680,221,647,2123,48,40,141,65
gene3765,0.454230335,2.926866572,0.448794378,0.507154811,0.253690507,0,100,14,49,174,15,3,8,8
gene1963,0.176873432,7.567701499,0.449485886,0.507777039,0.047616472,0,2294,553,1343,4518,278,154,260,97
gene1901,-0.280705334,6.087202521,0.449609402,0.507777039,0.127934854,0,598,201,628,2788,102,23,96,31
gene1284,-0.238511807,6.324423597,0.451626553,0.509905229,0.08043519,0,1040,227,604,2938,72,49,93,58
gene2143,-0.221103576,7.312977792,0.452039433,0.510221411,0.074671934,0,2727,559,896,4260,107,126,196,106
gene182,-0.253394856,7.294384403,0.452655253,0.510662944,0.100757582,0,2603,330,1141,5742,146,181,131,59
gene2786,0.68553632,3.112914947,0.452696518,0.510662944,0.686816114,0,81,0,61,351,18,0,7,15
gene26,-0.19298544,7.428927628,0.454525623,0.512575725,0.055742032,0,2770,485,1158,5289,165,119,178,126
gene962,-0.441627423,3.858434018,0.455025631,0.512988978,0.281876082,0,154.97,19,150,669,23,5,16,4
gene2711,-0.376386239,4.79533683,0.455706042,0.513605313,0.233745864,0,402,110,243,542,46,11,37,6
gene1909,-0.256487388,6.668141854,0.456817489,0.514706945,0.113101006,0,1253,276,894,3597,204,40,108,35
gene3703,-0.412752782,4.641457769,0.458011208,0.515770812,0.266779483,0,241,76,169,1259,10,8,52,14
gene477,-0.240999707,6.354699266,0.458072191,0.515770812,0.088813635,0,748,331,680,2626,114,51,65,51
gene800,0.300933263,5.630990247,0.458164544,0.515770812,0.147758319,0,329,118,377,1799,61,46,63,35
gene42,-0.20584012,9.126276495,0.460526114,0.51827741,0.072161294,0,6780,1998,4097,17953,444,576,576,281
gene983,0.237774286,6.341842312,0.461670715,0.5192541,0.086926053,0,889,213,554,2290,151,53,114,38
gene843,0.425061214,4.167637081,0.461693905,0.5192541,0.278581238,0,263,32,71,563,15,6,41,19
gene1310,-0.20786637,6.719170294,0.461799533,0.5192541,0.065989253,0,998,335,894,3967,131,67,97,70
gene3785,0.175746329,8.373488417,0.46448166,0.522117078,0.053152572,0,3693,945,2304,9140,420,313,445,171
gene680,-0.198316826,6.589499352,0.465351514,0.522890816,0.060016947,0,1245,309,695,3190,97,66,116,59
gene3170,-0.1977369,6.870923336,0.465442255,0.522890816,0.067182107,0,1564,360,816,4061,173,79,140,43
gene2139,-0.321848546,4.949579724,0.468722273,0.526421711,0.168055771,0,480,91,230,946,39,15,43,12
gene1263,-0.615379486,2.23899124,0.469463599,0.52710017,0.314823402,0,22,11,53,205,5,3,2,2
gene3805,-1.051926303,7.755986671,0.47205929,0.529859653,1.800784372,0,2,1768,1,18043.1,456,22,180,6
gene3290,-0.244081749,6.178916466,0.472613894,0.530327189,0.103132236,0,650,347,526,2169,85,34,101,41
gene1157,-1.08654742,3.914673755,0.473623616,0.531304997,1.809288452,0,0,1,0,2239,10,0,5,14
gene1602,-0.328993871,5.468327405,0.474456547,0.53208397,0.17650264,0,362,223,252,1729,40,23,50,32
gene1875,0.260177549,5.95143602,0.474656766,0.532153135,0.111353288,0,629,157,508,1505,87,34,119,35
gene175,0.275530058,7.146240298,0.475435118,0.532870233,0.1328859,0,1665,309,1064,3659,381,45,149,77
gene1649,-0.159456438,7.429824065,0.476377988,0.533771253,0.043776915,0,2089,475,1413,5935.59,200,105,229,99
gene3195,0.236098739,6.104709949,0.477065528,0.534385738,0.097766021,0,541,213,480,2156,67,68,94,47
gene2471,0.203100519,7.89718613,0.478119523,0.535410229,0.075648942,0,2230,668,1561,7957,182,265,405,115
gene1474,0.171280797,7.733022488,0.480759834,0.538210004,0.052430779,0,2708,601,1327,5707,329,112,295,151
gene1227,-0.411584661,5.087481552,0.480971915,0.538290538,0.266055309,0,252,136,341,1214,18,32,14,29
gene3255,-0.309876446,5.524798156,0.4811864,0.538373715,0.16299554,0,627,143,459,1105,61,18,47,31
gene1394,-0.222314035,6.34007913,0.481679637,0.538768633,0.086832251,0,1126,230,648,2570,80,35,128,51
gene1404,-0.180492064,7.50098663,0.484592992,0.541869486,0.059645675,0,2721,630,1101,5341,279,118,152,101
gene2392,0.22807741,6.000077879,0.485358049,0.542567016,0.094607966,0,634,176,415,2022,64,47,95,53
gene371,0.183302894,7.11620546,0.48694509,0.544182744,0.058746105,0,1539,456,723,4258,210,72,222,88
gene2342,0.177242571,7.713437548,0.489417639,0.546786838,0.057736206,0,2312,678,1668,4161,245,153,371,115
gene1002,0.214153275,6.291069616,0.490287646,0.547599548,0.084178231,0,951,178,534,2301,114,43,112,59
gene3414,-0.3530419,4.391389088,0.490466311,0.547639854,0.195766338,0,184,69,179,855,25,9,22,13
gene3443,0.375904047,4.123763643,0.49097609,0.548049742,0.237744083,0,160,23,136,610,30,8,31,11
gene2652,-0.38747988,4.455635185,0.492945156,0.55008784,0.285946703,0,166,52,222,1016,46,8,18,5
gene3900,0.524191862,4.390864259,0.493653308,0.550718082,0.49915889,0,27,28,281,565,49,4,31,18
gene3732,-0.588818358,7.655121277,0.496647856,0.553897914,0.682150308,0,3724,1062,2106,2,199,98,288,72
gene734,-0.273673731,5.562198662,0.498387699,0.555676967,0.137072229,0,604,172,319,1586,56,22,54,31
gene2090,-0.162030713,6.958354363,0.498631003,0.555781464,0.05079682,0,1512,404,952,3961,140,81,179,61
gene1276,-0.380858931,3.665964636,0.498770817,0.555781464,0.256050387,0,104,34,119,534,16,2,19,6
gene341,-0.168867236,7.510649368,0.499614738,0.55643464,0.059334101,0,2302,736,1147,5327,232,129,262,66
gene160,0.176758041,7.503262506,0.499646726,0.55643464,0.06448977,0,2073,520,1146,5286,147,206,216,121
gene543,0.219574674,6.17465512,0.499873097,0.556525381,0.091336136,0,978,167,442,2027,90,43,123,50
gene3493,0.17951317,7.086292383,0.500599959,0.557173121,0.062348535,0,1377,389,1041,3652,169,142,180,61
gene3741,0.269783034,6.777525921,0.503293168,0.560008418,0.142552421,0,1750,280,557,2371,252,31,158,64
gene2107,-0.458531137,2.542254033,0.503671372,0.560266939,0.226785227,0,63,19,44,200,4,4,7,2
gene306,0.26472765,6.379957255,0.50388612,0.56034354,0.133808085,0,716,230,596,2547,199,27,103,49
gene664,-0.211502782,6.799855227,0.505086835,0.561516218,0.086104226,0,1346,254,1144,3567,88,53,160,88
gene2880,-0.228770389,6.362765194,0.505711536,0.562048035,0.112412058,0,1051,232,643,2966,146,27,109,34
gene3214,-0.158419413,7.649723929,0.507120845,0.563451306,0.048621699,0,2969,547,1507,6101,225,159,206,118
gene1871,0.371722836,4.425424622,0.507400716,0.563599234,0.244958577,0,172,56,152,634,55,7,25,13
gene3325,0.425276888,3.502264035,0.511180542,0.567633553,0.301548239,0,82,21,93,353,31,2,14,7
gene414,-0.276900337,5.513343099,0.5122871,0.568697905,0.15172715,0,661,109,382,1562,60,20,55,26
gene633,0.272585958,5.254622814,0.512918607,0.569234432,0.147782121,0,485,107,195,1060,54,30,52,25
gene1050,0.16218867,7.810677611,0.517104712,0.57370742,0.05952293,0,2302,708,1382,6905,204,223,243,175
gene3547,0.992742297,4.067506485,0.51731535,0.57370742,1.868354548,0,0,143,0,0,54,1,54,2
gene1170,-0.171264979,7.216974812,0.517397163,0.57370742,0.057973925,0,1998,503,903,5072.44,148,133,143,87
gene1244,-0.178364383,7.187600849,0.51758506,0.573750134,0.062827651,0,1711,516,981,5029,111,130,160,93
gene755,-0.189436727,6.656878513,0.517839522,0.573866591,0.069548882,0,1549,331,639,2961,94,83,109,61
gene2770,-0.818429434,6.014888624,0.518818879,0.574786072,1.396343837,0,0,659,1,3402.9,95,15,91,8
gene911,0.341187375,4.949812979,0.519159681,0.574869694,0.239775878,0,338,62,209,941,16,14,73,31
gene1687,0.153902538,8.23245342,0.519193691,0.574869694,0.053554505,0,4168,668,2040,8428,347,258,386,199
gene1275,0.331276595,5.481081521,0.520093627,0.575700179,0.22681432,0,311,102,303,1708,83,10,84,31
gene4050,0.154471728,7.3050384,0.521234326,0.576638545,0.053047671,0,1754,446,1038,4801,185,165,178,90
gene3274,-0.511301331,4.734009251,0.521241612,0.576638545,0.550574009,0,412,2,247,1468,18,14,52,5
gene173,-0.216095585,6.345461629,0.522066114,0.577384378,0.100315289,0,593,270,771,3098,75,39,125,53
gene3827,-0.160488417,8.743924708,0.522761186,0.577986677,0.058323864,0,4987,1482,3139,14053,353,357,613,218
gene712,-0.242670201,5.705462067,0.523229393,0.57833787,0.115839343,0,707,153,337,2010,50,33,65,32
gene3292,0.426784385,7.720622506,0.524203088,0.579247428,0.411041769,0,1800,680,1358,4701,564,181,313,1
gene1679,0.190423236,7.187797206,0.524532913,0.579445188,0.077002703,0,1592,369,1034,4392,303,92,179,62
gene511,-0.16529365,6.836169659,0.526995626,0.581985847,0.057506214,0,1240,372,1062,3214,140,73,125,71
gene2168,0.160181018,7.565477895,0.52713584,0.581985847,0.054438769,0,2098,534,1250,5750,321,106,296,95
gene1615,-0.156142335,7.517264496,0.52867718,0.583519841,0.051635261,0,2017,574,1454,6312,148,160,221,109
gene3604,-0.224441798,6.025479128,0.530771839,0.585663498,0.109529534,0,776,181,474,2640,60,55,95,23
gene3282,-0.933623775,3.309601356,0.532557389,0.587159618,1.692333198,0,520,0,0,0,7,1,9,6
gene218,-0.157662948,6.820138312,0.532557781,0.587159618,0.05380837,0,1444,346,925,3316,126,85,140,58
gene727,-0.193416055,6.351099173,0.532586334,0.587159618,0.085556197,0,967,283,608,2646,134,37,87,44
gene320,-0.18244325,6.702664879,0.533418165,0.587907941,0.069286121,0,1495,308,682,3540,80,74,135,72
gene1191,0.21580961,6.339425142,0.535728369,0.590284757,0.104930585,0,1208,162,453,2414,146,46,124,40
gene1493,-0.266962705,5.631220546,0.53758203,0.592157321,0.161435319,0,445,137,375,2402,37,30,83,25
gene2225,-0.155029227,7.73793413,0.539367577,0.593953803,0.057120764,0,3257,784,1047,6614,268,148,233,122
gene1880,-0.157985288,7.211569505,0.540866829,0.595434076,0.055162755,0,1365,532,1167,5198,138,117,163,97
gene897,-0.162711576,7.121531358,0.541455194,0.595776561,0.06054359,0,2069,471,803,4357,109,93,204,91
gene3518,-0.924101733,3.978017787,0.541488148,0.595776561,1.89049503,0,0,0,540,0,23,8,10,1
gene1102,-0.194825665,6.50392648,0.544714084,0.599154295,0.083670631,0,1335,184,694,3431,93,67,99,56
gene1150,0.165162621,6.765728401,0.548101805,0.602707997,0.065520699,0,1294,352,689,2701,162,61,132,86
gene3874,-0.141988836,7.105864537,0.548701698,0.60319497,0.047043356,0,1450,454,1079,4688,162,81,164,92
gene2201,-0.205401567,6.208662144,0.548906048,0.603246961,0.102920268,0,849,234,633,2356,50,55,128,34
gene68,-0.160162985,7.656533727,0.550270785,0.604573823,0.062192396,0,1678,802,1595,6812,167,174,223,129
gene156,0.237954055,5.383907485,0.550971143,0.605170192,0.138390557,0,420,114,278,1263,60,31,55,28
gene575,-0.158906024,6.807306971,0.551494674,0.605572054,0.058504529,0,1356,325,1025,3192,139,78,112,69
gene3866,-0.193603755,6.364592251,0.554004767,0.608154419,0.09048047,0,675,242,836,2936,111,56,75,48
gene2967,0.252940228,5.449492225,0.555263881,0.609362448,0.158343799,0,423,121,286,1342,56,19,80,34
gene2698,-0.165472305,6.592881036,0.557029833,0.611125847,0.071399607,0,1186,291,789,3044,143,45,119,54
gene1877,-0.278873222,4.926715675,0.558066675,0.612088549,0.17405949,0,362,91,292,893,33,14,28,25
gene3062,-0.143609323,7.19817881,0.558548631,0.612442276,0.054298402,0,1943,495,1097,4088,214,77,168,87
gene3101,-0.458553524,2.377091901,0.55977083,0.613607236,0.309693764,0,31,13,33,288,7,1,4,3
gene3010,0.795881272,4.428193534,0.56032679,0.614017343,1.571219282,0,740,1,0,0,34,14,26,28
gene3289,-0.271482359,4.783371707,0.560464672,0.614017343,0.177956001,0,276,85,237,1017,35,10,38,15
gene1858,-0.141847001,7.89670311,0.562653304,0.616239333,0.05464778,0,3292,879,1791,5461,238,190,322,119
gene3981,0.202076752,5.837135473,0.563778763,0.617215125,0.104918269,0,455,187,417,1681,84,43,73,36
gene2894,0.337945786,6.708380344,0.563877097,0.617215125,0.306759679,0,1174,247,613,3103,35,90,378,11
gene405,-0.255655044,5.28485038,0.564026318,0.617215125,0.180052444,0,432,156,246,1378,41,14,72,18
gene3966,0.178177263,6.933871262,0.56490275,0.617998138,0.090799646,0,1458,397,687,3307,78,134,141,100
gene231,-0.136615936,8.125096365,0.565154743,0.61809777,0.052382779,0,4104,942,1849,7642,303,196,411,135
gene3580,0.172799035,6.618328005,0.566995523,0.619934473,0.073495451,0,1066,307,644,2710,163,67,151,42
gene1024,0.162426126,8.38037387,0.568827519,0.621760529,0.074579165,0,4620,1020,1806,8435,576,294,365,145
gene2223,0.307329279,4.772813159,0.570497406,0.623408403,0.244391319,0,211,64,215,875,17,12,74,20
gene167,-0.157062304,7.465833105,0.571055827,0.623841135,0.065042678,0,2451,513,1287,5645,134,180,195,96
gene1480,-0.178569664,6.439720815,0.571389317,0.623963287,0.078503955,0,1152,285,540,3022,82,80,84,50
gene2626,0.808499051,3.483723683,0.571492539,0.623963287,1.597619821,0,0,109,0,0,33,2,21,9
gene657,-0.14879291,7.206512603,0.571838354,0.624163433,0.059563763,0,1640,498,891,5879,144,131,183,71
gene2578,-0.150553179,7.839281482,0.573004516,0.625189403,0.063378899,0,2685,883,1307,8011,325,156,176,151
gene1941,-0.139846277,6.847797894,0.57310385,0.625189403,0.050781906,0,1454,341,861,3809,136,77,138,68
gene972,0.253488624,5.029101289,0.573588546,0.62554049,0.1710398,0,284,120,199,874,30,26,59,22
gene2260,-0.174381335,6.320251592,0.574425052,0.626274943,0.078850793,0,783,283,653,2644,94,53,80,53
gene1287,-0.131942159,7.334208594,0.575090359,0.62682238,0.048299075,0,2273,509,1123,4735,173,88,227,107
gene435,0.197894587,6.463865398,0.575705607,0.627314961,0.105727714,0,1250,180,571,2512,169,40,135,46
gene19,-0.126634871,8.271018341,0.576977536,0.628361973,0.045677738,0,3725,1065,2162,9757,333,210,359,207
gene2743,-0.206502785,7.011378813,0.576993668,0.628361973,0.122379481,0,868,381,1825,2967,181,72,102,92
gene826,0.249225396,5.612891269,0.580096348,0.631561813,0.180103027,0,685,79,330,1449,58,19,87,44
gene2997,0.211888159,5.838796245,0.58054368,0.631869729,0.125380316,0,426,182,456,1624,54,57,96,29
gene3663,0.203998457,6.103558036,0.58161576,0.632857262,0.11169318,0,825,229,343,1912,133,36,95,36
gene2456,0.138418602,7.198309988,0.582483662,0.633622131,0.055417706,0,1975,404,858,4207,158,95,252,97
gene1373,-0.202018203,6.224291488,0.583854883,0.63493392,0.126202731,0,703,195,632,3225,82,24,140,40
gene3464,-0.217026585,6.530455754,0.584634928,0.635602252,0.1579612,0,1062,360,747,2516,183,25,143,24
gene1530,-0.225958847,5.542882878,0.588634568,0.639769489,0.137018712,0,600,159,363,1366,55,31,43,30
gene3427,0.176810712,6.180640659,0.589716079,0.640763638,0.088871716,0,783,205,458,2276,116,38,111,44
gene3396,-0.123808402,7.293361097,0.59095601,0.641929308,0.043078624,0,1937,505,1092,5153,157,113,191,102
gene1757,0.171464253,6.648799975,0.597426795,0.648774759,0.089410312,0,1235,272,753,2364,103,46,209,70
gene3929,-0.191089649,6.528576041,0.597605278,0.648785153,0.128445843,0,1018,349,680,2933,196,31,100,35
gene2771,0.824893654,4.374799413,0.599473337,0.650629299,1.972226799,0,0,192,0,0,74,0,33,14
gene2776,-0.149002712,6.949321385,0.602132964,0.653331275,0.076841902,0,1480,514,613,4261,127,62,218,65
gene464,0.236151106,5.712852356,0.602833046,0.653906165,0.167806823,0,558,127,345,1669,92,15,102,30
gene988,0.227546172,5.218392678,0.606259848,0.657437627,0.166472189,0,368,144,212,913,47,40,42,21
gene855,-0.133041257,7.412846942,0.607739469,0.658856139,0.055538451,0,2200.99,616,976,5647,145,144,194,111
gene2528,-0.650096113,6.974067355,0.608522909,0.659432077,1.398048156,0,0,1069,1886,0,161,30,133,69
gene2960,-0.335575047,4.43994617,0.608614088,0.659432077,0.364765677,0,91,28,224,1365,34,5,24,12
gene3358,-0.214824423,5.595597542,0.609262395,0.659814466,0.143159345,0,610,142,390,1594,53,21,54,39
gene3442,-0.266698545,4.506123928,0.609310573,0.659814466,0.201095937,0,241,54,207,893,32,12,17,15
gene4031,0.115446383,7.741594889,0.611725085,0.662242404,0.048714409,0,2433,569,1572,6309,198,182,295,152
gene2115,0.145330546,7.442386487,0.612332792,0.662713512,0.076122227,0,2626,449,1285,3277,197,190,194,94
gene272,0.147539011,7.34180852,0.613858225,0.664177308,0.07778998,0,2128,378,1205,4284,117,98,320,125
gene1282,0.114294859,8.371048452,0.614063706,0.664212531,0.047998335,0,3785,980,2368,9043,387,235,427,247
gene3770,-0.119164939,8.065724895,0.614893972,0.664923353,0.053654787,0,2975,956,2006,8230,293,157,455,130
gene2261,0.261982048,4.798001146,0.616207524,0.666156234,0.225123946,0,210,46,256,969,46,10,50,18
gene957,0.172886128,6.040089232,0.616624304,0.666419232,0.09672815,0,658,180,451,2118,82,40,123,36
gene978,-0.203249405,5.553345543,0.617943562,0.667657165,0.131370986,0,569,162,318,1616,50,32,52,29
gene2349,0.259899238,5.261694339,0.618349671,0.667908067,0.228664807,0,606,72,293,677,87,16,46,22
gene620,-0.115709923,7.83845695,0.622279782,0.671964195,0.047488139,0,2929,711,1751,6778,215,194,283,130
gene547,-0.251718736,4.285220915,0.625461644,0.675190545,0.212803756,0,206,64,149,701,34,6,18,11
gene1922,0.170143433,5.899286195,0.625619149,0.675190545,0.109779825,0,714,133,464,1665,61,36,95,49
gene1625,0.220655095,6.227925696,0.626448872,0.675896101,0.170451364,0,1201,159,471,1663,146,28,157,23
gene504,0.146392979,6.86732484,0.627338502,0.676665877,0.077087839,0,1155,372,819,3334,232,66,114,72
gene2964,0.146129435,7.141920342,0.627574132,0.676729995,0.081674788,0,1457,254,1549,3382,169,85,228,98
gene2000,0.145083694,6.382791928,0.628824657,0.677888159,0.085785489,0,1047,207,508,2679,76,60,106,77
gene487,-0.113627041,7.501981873,0.629336357,0.678189846,0.050558603,0,2599,534,1434,4707,242,91,240,112
gene1879,0.11589212,7.853471495,0.629457641,0.678189846,0.054390284,0,3422,583,1236,7009,257,195,294,155
gene1112,0.118512252,7.089931598,0.632976836,0.681790249,0.05738584,0,1170,435,867,4868,156,98,158,112
gene2622,-0.319694561,2.717034849,0.633465402,0.682125205,0.330014243,0,22,25,54,289,11,2,7,2
gene989,-0.14145658,7.293095272,0.634234583,0.682762061,0.08183499,0,2353,377,1294,4564,231,139,167,48
gene2178,-0.231099859,6.450017528,0.634792893,0.683171617,0.215880104,0,405,328,592,4660,176,26,46,63
gene1324,-0.122826312,7.367801412,0.635530963,0.68377435,0.058188648,0,1767,721,894,5412,161,105,213,116
gene1765,-0.40081605,5.324140239,0.637307157,0.68549336,0.625105481,0,561,181,4,2219,28,26,35,31
gene2914,-0.251016782,5.057403555,0.637763186,0.685791824,0.237956383,0,551,117,125,1196,51,8,33,25
gene2088,-0.302211654,3.651430659,0.638406494,0.686291448,0.325587396,0,58,40,80,723,11,2,19,10
gene498,-0.144780734,6.859961985,0.63938449,0.687150483,0.094641166,0,1533,366,726,4103,124,49,247,46
gene2197,-0.115866362,7.562429968,0.641832821,0.689588773,0.055842535,0,1805,723,1378,6217,154,140,301,104
gene1429,-0.571161336,5.530294191,0.642433472,0.690041098,1.307251994,0,0,284,0,3850,27,19,73,25
gene3780,0.361027621,3.725969992,0.645046537,0.692654109,0.414622329,0,151,37,62,372,42,0,13,8
gene3898,0.120197747,10.10492888,0.645398344,0.692838189,0.065075309,0,13243,3641,6653,29606,1090,1101,1290,709
gene467,-0.29439304,4.325107333,0.647840093,0.695265101,0.392524469,0,208,43,213,708,36,0,23,13
gene2412,0.117809897,8.334506985,0.648399807,0.695671413,0.063071993,0,4406,956,1774,9153,265,263,488,236
gene985,-0.165789632,5.899316386,0.649622729,0.696788858,0.116122353,0,941,164,419,1744,87,41,73,22
gene1043,0.121065368,7.633870508,0.650480118,0.697513717,0.06532537,0,3096,448,1170,5616,226,104,318,155
gene1743,-0.134939277,6.88649893,0.65072833,0.697585129,0.085923932,0,2018,346,789,2956,178,51,180,55
gene3409,0.247641148,5.143352245,0.654458268,0.701387893,0.254759494,0,398,61,201,1407,47,7,81,25
gene1073,-0.112736776,7.456652407,0.656679162,0.703571733,0.055430756,0,2818,524,1000,5343,163,125,250,106
gene1359,-0.124696406,6.524072987,0.657446396,0.704197325,0.064706933,0,1139,304,592,3142,106,62,113,55
gene1111,-0.110584297,7.301396946,0.659352995,0.705968131,0.049910653,0,2029,520,1068,4877,162,136,157,100
gene3051,-0.103580295,7.906665424,0.659467236,0.705968131,0.048784348,0,2306,711,2201,7822,242,156,333,154
gene2130,0.12600736,8.082611893,0.660089172,0.706437032,0.076656854,0,3130,774,2060,6946,248,333,337,123
gene2102,-0.338321775,2.435900716,0.660533137,0.706715259,0.309945082,0,32,9,60,225,7,1,6,3
gene3250,0.116638304,7.410864391,0.662393216,0.708508031,0.058580497,0,1966,623,1064,4094,243,132,262,72
gene1387,0.258020118,3.412987018,0.666577569,0.712785201,0.25088552,0,65,22,81,434,19,5,13,8
gene41,-0.130577468,6.847729755,0.667026329,0.713064813,0.074564077,0,996,429,1042,3340,89,89,138,84
gene968,-0.172837308,5.670566339,0.667210345,0.713064813,0.144132071,0,633,155,458,1369,90,23,53,25
gene2890,0.105124313,7.818882341,0.669078863,0.714862841,0.051848751,0,2882,719,1283,6415,334,165,325,108
gene1475,0.182000238,5.794416036,0.673985002,0.719904447,0.159915837,0,545,168,465,1271,101,21,53,51
gene3800,0.113904369,7.389366555,0.677188187,0.723124778,0.065490558,0,1657,591,1051,4993,261,164,168,74
gene706,0.133349426,6.369427932,0.678662846,0.724334729,0.087008719,0,959,257,540,2255,110,35,126,67
gene1415,0.645346619,4.436697,0.678698435,0.724334729,1.966465413,0,0,216,0,0,54,25,37,0
gene1327,-0.124173449,7.508157751,0.679360603,0.724840021,0.082468454,0,1792,667,1461,5608,293,65,162,147
gene3130,0.14143585,5.884681092,0.680837872,0.726214459,0.108211594,0,624,153,468,1694,85,44,55,46
gene1795,0.097738256,7.862578064,0.683449311,0.728797558,0.052086079,0,3029,785,1471,5419,243,205,327,137
gene496,0.10273822,7.88586265,0.684093117,0.729281616,0.062262228,0,3369,611,1363,7064,255,161,248,220
gene898,-0.342527582,2.451310313,0.686612612,0.73176444,0.351454021,0,41,17,44,217,4,0,5,7
