TRINITY_DN208795_c0_g1_i1,1
TRINITY_DN117013_c0_g1_i1,1
TRINITY_DN203990_c0_g1_i1,1
TRINITY_DN243466_c0_g1_i1,1
TRINITY_DN130184_c0_g1_i1,0
TRINITY_DN226932_c0_g1_i1,0
TRINITY_DN19706_c0_g1_i1,1
TRINITY_DN11714_c0_g1_i1,1
TRINITY_DN128550_c0_g1_i1,1
TRINITY_DN101460_c0_g1_i1,1
TRINITY_DN59527_c0_g1_i1,1
TRINITY_DN87448_c0_g1_i2,1
TRINITY_DN182940_c0_g1_i1,1
TRINITY_DN114938_c0_g1_i1,0
TRINITY_DN211102_c0_g1_i1,1
TRINITY_DN89166_c1_g1_i1,1
TRINITY_DN54778_c0_g1_i1,1
TRINITY_DN1228_c0_g2_i1,0
TRINITY_DN76790_c0_g1_i1,1
TRINITY_DN173454_c0_g1_i1,1
TRINITY_DN217962_c0_g1_i1,1
TRINITY_DN100354_c5_g5_i2,1
TRINITY_DN2157_c0_g1_i1,1
TRINITY_DN38843_c0_g2_i1,1
TRINITY_DN94257_c0_g1_i2,1
TRINITY_DN89073_c1_g2_i1,1
TRINITY_DN213728_c0_g1_i1,1
TRINITY_DN88526_c1_g1_i1,1
TRINITY_DN236404_c0_g1_i1,1
TRINITY_DN32133_c0_g1_i1,1
TRINITY_DN99041_c1_g4_i1,1
TRINITY_DN36132_c0_g1_i1,1
TRINITY_DN99408_c0_g1_i4,0
TRINITY_DN207430_c0_g1_i1,0
TRINITY_DN50632_c0_g1_i1,1
TRINITY_DN85360_c0_g2_i1,1
TRINITY_DN79527_c0_g1_i1,1
TRINITY_DN182256_c0_g1_i1,1
TRINITY_DN89268_c0_g1_i2,1
TRINITY_DN145727_c0_g1_i1,1
TRINITY_DN84859_c0_g1_i1,1
TRINITY_DN73597_c0_g1_i1,1
TRINITY_DN102594_c0_g1_i1,1
TRINITY_DN11065_c0_g2_i1,1
TRINITY_DN85053_c0_g3_i1,0
TRINITY_DN37414_c0_g1_i1,1
TRINITY_DN79873_c0_g2_i1,1
TRINITY_DN181333_c0_g1_i1,0
TRINITY_DN35931_c0_g1_i1,1
TRINITY_DN75754_c1_g2_i1,0
TRINITY_DN67445_c1_g1_i1,1
TRINITY_DN127199_c0_g1_i1,1
TRINITY_DN16512_c0_g1_i1,1
TRINITY_DN90413_c1_g1_i2,1
TRINITY_DN137074_c0_g1_i1,1
TRINITY_DN22033_c0_g2_i1,0
